SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7N/WP-168,USA - Nevada,NV-White Pine,7996,2437,7996,-115.3189,39.0278,-115.3189,39.0278,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-169,USA - Nevada,NV-White Pine,7994,2437,7994,-114.9509,39.239,-114.9509,39.239,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-170,USA - Nevada,NV-White Pine,Cherry Benchmark,2428,7966,-114.9311,39.8983,-114.9311,39.8983,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-171,USA - Nevada,NV-White Pine,Antelope Mountain South,2420,7940,-115.4864,39.4196,-115.4864,39.4196,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-172,USA - Nevada,NV-White Pine,7935,2419,7935,-115.433,39.3601,-115.433,39.3601,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-173,USA - Nevada,NV-White Pine,7904,2409,7904,-115.5248,39.089,-115.5248,39.089,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-174,USA - Nevada,NV-White Pine,7891,2405,7891,-115.3879,39.453,-115.3879,39.453,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-175,USA - Nevada,NV-White Pine,7881,2402,7881,-115.504,39.0218,-115.504,39.0218,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-176,USA - Nevada,NV-White Pine,Government Peak,2399,7872,-114.1531,39.5227,-114.1531,39.5227,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-177,USA - Nevada,NV-White Pine,7860,2396,7860,-115.5202,39.132,-115.5202,39.132,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-178,USA - Nevada,NV-White Pine,7854,2394,7854,-115.5825,39.6531,-115.5825,39.6531,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-179,USA - Nevada,NV-White Pine,7841,2390,7841,-115.5702,39.6726,-115.5702,39.6726,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-180,USA - Nevada,NV-White Pine,7829,2386,7829,-115.5513,39.7932,-115.5513,39.7932,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-181,USA - Nevada,NV-White Pine,7826,2385,7826,-115.322,38.8576,-115.322,38.8576,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-182,USA - Nevada,NV-White Pine,7816,2382,7816,-115.1586,39.3786,-115.1586,39.3786,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-183,USA - Nevada,NV-White Pine,7782,2372,7782,-114.4743,40.029,-114.4743,40.029,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-184,USA - Nevada,NV-White Pine,7781,2372,7781,-114.3552,39.9578,-114.3552,39.9578,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-185,USA - Nevada,NV-White Pine,Illipah Benchmark,2371,7780,-115.3403,39.3715,-115.3403,39.3715,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-186,USA - Nevada,NV-White Pine,7755,2364,7755,-115.1705,40.045,-115.1705,40.045,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-187,USA - Nevada,NV-White Pine,Century Peak,2359,7741,-115.8627,39.3938,-115.8627,39.3938,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-188,USA - Nevada,NV-White Pine,7740,2359,7740,-114.1601,39.4992,-114.1601,39.4992,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-189,USA - Nevada,NV-White Pine,7740,2359,7740,-115.3553,39.4054,-115.3553,39.4054,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-190,USA - Nevada,NV-White Pine,Antelope Mountain North,2357,7734,-115.489,39.4487,-115.489,39.4487,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-191,USA - Nevada,NV-White Pine,7724,2354,7724,-114.1306,39.7402,-114.1306,39.7402,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-192,USA - Nevada,NV-White Pine,7691,2344,7691,-115.2441,39.4807,-115.2441,39.4807,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-193,USA - Nevada,NV-White Pine,7690,2344,7690,-115.6476,39.1737,-115.6476,39.1737,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-194,USA - Nevada,NV-White Pine,7690,2344,7690,-115.6392,39.2015,-115.6392,39.2015,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-195,USA - Nevada,NV-White Pine,Pantoo Benchmark,2346,7698,-115.6952,39.3698,-115.6952,39.3698,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-196,USA - Nevada,NV-White Pine,7673,2339,7673,-115.4711,39.8805,-115.4711,39.8805,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-197,USA - Nevada,NV-White Pine,7660,2335,7660,-115.312,39.4605,-115.312,39.4605,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-198,USA - Nevada,NV-White Pine,Black Mountain,2324,7624,-115.0867,39.8566,-115.0867,39.8566,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-199,USA - Nevada,NV-White Pine,7610,2320,7610,-114.5139,38.6839,-114.5139,38.6839,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-200,USA - Nevada,NV-White Pine,Dry Mountain,2308,7572,-115.516,39.5845,-115.516,39.5845,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-201,USA - Nevada,NV-White Pine,7570,2307,7570,-115.7471,39.3411,-115.7471,39.3411,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-202,USA - Nevada,NV-White Pine,7529,2295,7529,-114.9909,39.9537,-114.9909,39.9537,6,3,01/11/2010,31/12/2099,1,05/12/2017,N7RR
W7N/WP-204,USA - Nevada,NV-White Pine,7510,2289,7510,-115.7682,39.2404,-115.7682,39.2404,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-205,USA - Nevada,NV-White Pine,7510,2289,7510,-115.2941,38.8868,-115.2941,38.8868,6,3,01/11/2010,31/12/2099,0,,
W7N/WP-206,USA - Nevada,NV-White Pine,7490,2283,7490,-115.7992,39.2562,-115.7992,39.2562,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-207,USA - Nevada,NV-White Pine,Red Hills,2278,7475,-114.3504,39.6468,-114.3504,39.6468,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-208,USA - Nevada,NV-White Pine,Tin Springs Mountain,2278,7473,-114.0856,39.5561,-114.0856,39.5561,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-209,USA - Nevada,NV-White Pine,7466,2276,7466,-115.6829,39.4013,-115.6829,39.4013,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-210,USA - Nevada,NV-White Pine,7284,2220,7284,-115.163,39.0568,-115.163,39.0568,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-211,USA - Nevada,NV-White Pine,7258,2212,7258,-115.1568,38.8079,-115.1568,38.8079,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-212,USA - Nevada,NV-White Pine,Rogues Benchmark,2173,7130,-115.8094,39.1651,-115.8094,39.1651,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-213,USA - Nevada,NV-White Pine,7116,2169,7116,-115.7043,39.4208,-115.7043,39.4208,4,3,01/11/2010,31/12/2099,1,23/04/2023,N6JFD/P
W7N/WP-214,USA - Nevada,NV-White Pine,7090,2161,7090,-115.6806,39.1523,-115.6806,39.1523,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-215,USA - Nevada,NV-White Pine,7017,2139,7017,-114.2058,40.0615,-114.2058,40.0615,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-216,USA - Nevada,NV-White Pine,Red Butte,2128,6980,-114.982,39.9874,-114.982,39.9874,4,3,01/11/2010,31/12/2099,1,07/12/2017,N7RR
W7N/WP-217,USA - Nevada,NV-White Pine,Bully Benchmark,2080,6825,-115.7127,39.0834,-115.7127,39.0834,4,3,01/11/2010,31/12/2099,0,,
W7N/WP-218,USA - Nevada,NV-White Pine,12305,3751,12305,-114.3092,38.9687,-114.3092,38.9687,10,3,01/05/2020,31/12/2099,0,,
W7N/WP-219,USA - Nevada,NV-White Pine,Duckwater Peak,3406,11175,-115.4297,38.9368,-115.4297,38.9368,10,3,01/05/2020,31/12/2099,0,,
W7N/WP-220,USA - Nevada,NV-White Pine,9022,2750,9022,-114.6658,38.9808,-114.6658,38.9808,8,3,01/05/2020,31/12/2099,0,,
W7N/WP-221,USA - Nevada,NV-White Pine,8910,2716,8910,-114.6377,39.506,-114.6377,39.506,8,3,01/05/2020,31/12/2099,0,,
W7N/WP-222,USA - Nevada,NV-White Pine,8750,2667,8750,-115.2742,39.6717,-115.2742,39.6717,8,3,01/05/2020,31/12/2099,0,,
W7N/WP-223,USA - Nevada,NV-White Pine,8540,2603,8540,-115.362,38.9977,-115.362,38.9977,8,3,01/05/2020,31/12/2099,0,,
W7N/WP-224,USA - Nevada,NV-White Pine,7696,2346,7696,-114.9624,39.9228,-114.9624,39.9228,6,3,01/05/2020,31/12/2099,0,,
W7N/WP-225,USA - Nevada,NV-White Pine,7540,2298,7540,-114.1501,39.4496,-114.1501,39.4496,6,3,01/05/2020,31/12/2099,0,,
W7O/CC-001,USA - Oregon,OR-Central Coast,Marys Peak,1249,4097,-123.5524,44.5044,-123.5524,44.5044,2,0,01/07/2010,31/12/2099,98,06/02/2026,KK7MJD
W7O/CC-002,USA - Oregon,OR-Central Coast,Grass Mountain,1103,3620,-123.6738,44.4238,-123.6738,44.4238,2,0,01/07/2010,31/12/2099,6,22/06/2017,NS7P
W7O/CC-003,USA - Oregon,OR-Central Coast,Laurel Mountain,1094,3589,-123.5733,44.9233,-123.5733,44.9233,2,0,01/07/2010,31/12/2099,3,13/04/2024,NT3S
W7O/CC-004,USA - Oregon,OR-Central Coast,Sugarloaf Mountain,1052,3450,-123.6747,44.8988,-123.6747,44.8988,2,0,01/07/2010,31/12/2099,3,26/03/2022,KF7SEY
W7O/CC-005,USA - Oregon,OR-Central Coast,Prairie Mountain,1043,3422,-123.5871,44.2799,-123.5871,44.2799,2,0,01/07/2010,31/12/2099,5,30/01/2017,NS7P
W7O/CC-006,USA - Oregon,OR-Central Coast,Saddle Bag Mountain,1042,3420,-123.7786,44.9916,-123.7786,44.9916,2,0,01/07/2010,31/12/2099,0,,
W7O/CC-007,USA - Oregon,OR-Central Coast,Harness Mountain,1020,3346,-123.092,43.5256,-123.092,43.5256,2,0,01/07/2010,31/12/2099,0,,
W7O/CC-008,USA - Oregon,OR-Central Coast,Prairie Mountain East,1017,3336,-123.5391,44.2914,-123.5391,44.2914,2,0,01/07/2010,31/12/2099,4,19/03/2017,NS7P
W7O/CC-009,USA - Oregon,OR-Central Coast,Laurel Butte,1006,3301,-123.0053,43.6414,-123.0053,43.6414,2,0,01/07/2010,31/12/2099,0,,
W7O/CC-010,USA - Oregon,OR-Central Coast,Old Blue Mountain,1006,3300,-123.5628,44.4592,-123.5628,44.4592,2,0,01/07/2010,31/12/2099,2,05/08/2023,WE4DX
W7O/CC-011,USA - Oregon,OR-Central Coast,Bald Mountain,985,3232,-123.5433,44.7969,-123.5433,44.7969,2,0,01/07/2010,31/12/2099,14,25/02/2024,KG7WKU
W7O/CC-012,USA - Oregon,OR-Central Coast,Roman Nose Mountain,871,2857,-123.7387,43.9121,-123.7387,43.9121,1,0,01/07/2010,31/12/2099,10,16/07/2019,N7CNH
W7O/CC-013,USA - Oregon,OR-Central Coast,Dorn Peak,868,2849,-123.5532,44.9808,-123.5532,44.9808,1,0,01/07/2010,31/12/2099,29,05/01/2025,K7KIB
W7O/CC-014,USA - Oregon,OR-Central Coast,Big Tip,866,2840,-123.7352,44.8426,-123.7352,44.8426,1,0,01/07/2010,31/12/2099,1,20/04/2014,KF7SEY
W7O/CC-015,USA - Oregon,OR-Central Coast,Green Mountain,863,2833,-123.6404,44.761,-123.6404,44.761,1,0,01/07/2010,31/12/2099,4,23/04/2025,N7LKL
W7O/CC-016,USA - Oregon,OR-Central Coast,Table Mountain,860,2820,-123.8368,44.4756,-123.8368,44.4756,1,0,01/07/2010,31/12/2099,1,14/06/2017,KD7ZD
W7O/CC-017,USA - Oregon,OR-Central Coast,Flat Mountain,835,2740,-123.4829,44.4202,-123.4829,44.4202,1,0,01/07/2010,31/12/2099,1,23/07/2022,K7LEK
W7O/CC-018,USA - Oregon,OR-Central Coast,Green Peak,828,2717,-123.4663,44.3662,-123.4663,44.3662,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-019,USA - Oregon,OR-Central Coast,Little Grass Mountain,819,2686,-123.5877,44.7396,-123.5877,44.7396,1,0,01/07/2010,31/12/2099,1,22/05/2021,KF7SEY
W7O/CC-020,USA - Oregon,OR-Central Coast,Ben More Mountain,814,2672,-123.1886,43.5139,-123.1886,43.5139,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-021,USA - Oregon,OR-Central Coast,Old Blue,787,2582,-123.6765,43.5131,-123.6765,43.5131,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-022,USA - Oregon,OR-Central Coast,Lone Spring Mountain,768,2519,-123.7073,44.4763,-123.7073,44.4763,1,0,01/07/2010,31/12/2099,1,08/03/2022,KN0MAP
W7O/CC-023,USA - Oregon,OR-Central Coast,Cummins Peak,756,2479,-123.9929,44.2356,-123.9929,44.2356,1,0,01/07/2010,31/12/2099,10,30/07/2024,WJ7WJ
W7O/CC-024,USA - Oregon,OR-Central Coast,Yellow Butte,749,2456,-123.4034,43.5464,-123.4034,43.5464,1,0,01/07/2010,31/12/2099,2,10/03/2017,NS7P
W7O/CC-025,USA - Oregon,OR-Central Coast,Euchre Mountain,747,2452,-123.8714,44.835,-123.8714,44.835,1,0,01/07/2010,31/12/2099,1,27/05/2017,KF7SEY
W7O/CC-026,USA - Oregon,OR-Central Coast,Diamond Peak,744,2440,-123.7458,44.7956,-123.7458,44.7956,1,0,01/07/2010,31/12/2099,1,20/05/2018,KF7SEY
W7O/CC-027,USA - Oregon,OR-Central Coast,Walker Point,715,2347,-123.6292,44.0664,-123.6292,44.0664,1,0,01/07/2010,31/12/2099,13,07/06/2025,K7AGL
W7O/CC-028,USA - Oregon,OR-Central Coast,Saddle Mountain,713,2340,-123.9636,44.1873,-123.9636,44.1873,1,0,01/07/2010,31/12/2099,2,31/07/2024,WJ7WJ
W7O/CC-029,USA - Oregon,OR-Central Coast,Wildcat Ridge,713,2340,-123.8244,44.8153,-123.8244,44.8153,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-030,USA - Oregon,OR-Central Coast,Cuttock Butte,708,2322,-123.1366,43.6568,-123.1366,43.6568,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-031,USA - Oregon,OR-Central Coast,Dickinson Mountain,703,2307,-123.2003,43.5588,-123.2003,43.5588,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-032,USA - Oregon,OR-Central Coast,Fairview Mountain,703,2306,-124.0339,44.1995,-124.0339,44.1995,1,0,01/07/2010,31/12/2099,1,13/04/2023,KN0MAP
W7O/CC-033,USA - Oregon,OR-Central Coast,Elk Mountain,701,2300,-123.6228,44.1536,-123.6228,44.1536,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-034,USA - Oregon,OR-Central Coast,Klickitat Mountain,696,2285,-123.9276,44.2352,-123.9276,44.2352,1,0,01/07/2010,31/12/2099,7,31/07/2024,WJ7WJ
W7O/CC-035,USA - Oregon,OR-Central Coast,Mount Grayback,683,2241,-123.859,43.9124,-123.859,43.9124,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-036,USA - Oregon,OR-Central Coast,Mill Creek Ridge,672,2206,-123.4825,44.9826,-123.4825,44.9826,1,0,01/07/2010,31/12/2099,30,01/06/2025,K7KIB
W7O/CC-037,USA - Oregon,OR-Central Coast,Taylor Butte,669,2195,-123.6774,44.2645,-123.6774,44.2645,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-038,USA - Oregon,OR-Central Coast,Cardwell Hills HP,657,2155,-123.3527,44.6298,-123.3527,44.6298,1,0,01/07/2010,31/12/2099,7,25/04/2025,AI7MB
W7O/CC-039,USA - Oregon,OR-Central Coast,Umpcoos Ridge,651,2135,-123.8957,43.5965,-123.8957,43.5965,1,0,01/07/2010,31/12/2099,2,01/06/2025,K7FC
W7O/CC-040,USA - Oregon,OR-Central Coast,Wards Butte,638,2092,-123.1573,43.7358,-123.1573,43.7358,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-041,USA - Oregon,OR-Central Coast,Herman Peak,635,2083,-124.0127,44.1244,-124.0127,44.1244,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-042,USA - Oregon,OR-Central Coast,Windy Peak,629,2064,-123.6553,44.1472,-123.6553,44.1472,1,0,01/07/2010,31/12/2099,1,07/11/2023,K7ATN
W7O/CC-043,USA - Oregon,OR-Central Coast,Spencer Butte,626,2054,-123.0957,43.9831,-123.0957,43.9831,1,0,01/07/2010,31/12/2099,31,27/12/2025,NU8H
W7O/CC-044,USA - Oregon,OR-Central Coast,Chandler Mountain,619,2031,-123.679,44.8169,-123.679,44.8169,1,0,01/07/2010,31/12/2099,5,27/11/2020,KF7SEY
W7O/CC-045,USA - Oregon,OR-Central Coast,Middle Ridge,604,1980,-123.4225,43.6108,-123.4225,43.6108,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-046,USA - Oregon,OR-Central Coast,Mount Brown,597,1960,-123.4836,44.8914,-123.4836,44.8914,1,0,01/07/2010,31/12/2099,2,24/01/2021,KF7SEY
W7O/CC-047,USA - Oregon,OR-Central Coast,Cannibal Mountain,591,1940,-123.8864,44.3487,-123.8864,44.3487,1,0,01/07/2010,31/12/2099,3,12/04/2023,KN0MAP
W7O/CC-048,USA - Oregon,OR-Central Coast,High Point,590,1935,-123.3795,43.9063,-123.3795,43.9063,1,0,01/07/2010,31/12/2099,16,27/02/2020,N7CNH
W7O/CC-049,USA - Oregon,OR-Central Coast,Stony Point,586,1923,-123.4928,43.9248,-123.4928,43.9248,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-050,USA - Oregon,OR-Central Coast,Lookout Mountain,579,1900,-123.3789,43.7293,-123.3789,43.7293,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-051,USA - Oregon,OR-Central Coast,Fern Top,578,1896,-123.7892,43.7108,-123.7892,43.7108,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-052,USA - Oregon,OR-Central Coast,Cape Ridge,574,1882,-124.0497,44.2786,-124.0497,44.2786,1,0,01/07/2010,31/12/2099,4,02/05/2021,KJ7EHA
W7O/CC-053,USA - Oregon,OR-Central Coast,Devil Benchmark,570,1871,-123.6793,43.7166,-123.6793,43.7166,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-054,USA - Oregon,OR-Central Coast,Ball Mountain,568,1862,-123.9415,44.9223,-123.9415,44.9223,1,0,01/07/2010,31/12/2099,1,20/12/2023,WJ7V
W7O/CC-055,USA - Oregon,OR-Central Coast,Scott Mountain,568,1862,-123.7793,44.3955,-123.7793,44.3955,1,0,01/07/2010,31/12/2099,1,26/11/2024,WJ7V
W7O/CC-056,USA - Oregon,OR-Central Coast,Steer Divide,567,1860,-123.679,44.7381,-123.679,44.7381,1,0,01/07/2010,31/12/2099,1,09/05/2020,KF7SEY
W7O/CC-057,USA - Oregon,OR-Central Coast,Badger Mountain,559,1835,-123.5028,44.0505,-123.5028,44.0505,1,0,01/07/2010,31/12/2099,3,28/04/2017,NS7P
W7O/CC-058,USA - Oregon,OR-Central Coast,Saddle Butte,555,1820,-123.5397,43.7143,-123.5397,43.7143,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-059,USA - Oregon,OR-Central Coast,Dean Mountain,554,1818,-123.9798,43.6144,-123.9798,43.6144,1,0,01/07/2010,31/12/2099,2,24/05/2025,K7FC
W7O/CC-060,USA - Oregon,OR-Central Coast,Mount Yoncalla,550,1804,-123.3267,43.6385,-123.3267,43.6385,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-061,USA - Oregon,OR-Central Coast,Bell Mountain,543,1780,-123.4964,43.6159,-123.4964,43.6159,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-062,USA - Oregon,OR-Central Coast,Dry Ridge,543,1780,-123.9894,43.5459,-123.9894,43.5459,1,0,01/07/2010,31/12/2099,2,25/12/2025,K7FC
W7O/CC-063,USA - Oregon,OR-Central Coast,Mount Peter,538,1765,-123.9295,43.9565,-123.9295,43.9565,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-064,USA - Oregon,OR-Central Coast,Kerby Mountain,530,1740,-124.0323,44.3293,-124.0323,44.3293,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-065,USA - Oregon,OR-Central Coast,Green Mountain,520,1707,-123.4445,44.0381,-123.4445,44.0381,1,0,01/07/2010,31/12/2099,6,06/02/2018,NS7P
W7O/CC-066,USA - Oregon,OR-Central Coast,Burnt Timber Mountain,514,1685,-123.972,44.3579,-123.972,44.3579,1,0,01/07/2010,31/12/2099,1,10/07/2024,NA7EE
W7O/CC-067,USA - Oregon,OR-Central Coast,Neely Mountain,504,1652,-123.894,44.0395,-123.894,44.0395,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-068,USA - Oregon,OR-Central Coast,Palmer Mountain,501,1645,-123.8677,44.5565,-123.8677,44.5565,1,0,01/07/2010,31/12/2099,1,14/04/2023,KN0MAP
W7O/CC-069,USA - Oregon,OR-Central Coast,Strom Boulder Ridge,491,1611,-123.718,44.5978,-123.718,44.5978,1,0,01/07/2010,31/12/2099,1,10/04/2023,KN0MAP
W7O/CC-070,USA - Oregon,OR-Central Coast,Green Mountain,480,1575,-123.2738,43.6688,-123.2738,43.6688,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-071,USA - Oregon,OR-Central Coast,Cape Mountain,457,1500,-124.0751,44.0973,-124.0751,44.0973,1,0,01/07/2010,31/12/2099,19,30/07/2024,WJ7WJ
W7O/CC-072,USA - Oregon,OR-Central Coast,Prairie Hill,454,1490,-123.9301,44.9584,-123.9301,44.9584,1,0,01/07/2010,31/12/2099,3,02/11/2024,WJ7V
W7O/CC-073,USA - Oregon,OR-Central Coast,Baber Butte,445,1460,-123.7897,44.6222,-123.7897,44.6222,1,0,01/07/2010,31/12/2099,1,21/09/2014,K7NIT
W7O/CC-074,USA - Oregon,OR-Central Coast,Indian Head,390,1278,-123.004,44.325,-123.004,44.325,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-075,USA - Oregon,OR-Central Coast,DeVore Mountain,382,1254,-123.3106,43.6108,-123.3106,43.6108,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-076,USA - Oregon,OR-Central Coast,Stoney Point,372,1222,-123.4886,44.1092,-123.4886,44.1092,1,0,01/07/2010,31/12/2099,4,01/05/2017,NS7P
W7O/CC-077,USA - Oregon,OR-Central Coast,Prospect Hill,343,1125,-123.1225,44.8545,-123.1225,44.8545,1,0,01/07/2010,31/12/2099,2,16/11/2013,K7ATN
W7O/CC-078,USA - Oregon,OR-Central Coast,Siletz Hill,326,1068,-124.0183,44.82,-124.0183,44.82,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-079,USA - Oregon,OR-Central Coast,Cannery Mountain,318,1044,-123.972,44.8753,-123.972,44.8753,1,0,01/07/2010,31/12/2099,5,03/11/2024,K1ZMA
W7O/CC-080,USA - Oregon,OR-Central Coast,Hancock Hill,286,938,-123.5456,43.6435,-123.5456,43.6435,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-081,USA - Oregon,OR-Central Coast,Pioneer Mountain,262,860,-123.882,44.6708,-123.882,44.6708,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-082,USA - Oregon,OR-Central Coast,Ward Butte,262,858,-123.023,44.4689,-123.023,44.4689,1,0,01/07/2010,31/12/2099,1,21/04/2013,K7ATN
W7O/CC-083,USA - Oregon,OR-Central Coast,"Island, The",255,835,-123.806,43.7778,-123.806,43.7778,1,0,01/07/2010,31/12/2099,0,,
W7O/CC-084,USA - Oregon,OR-Central Coast,Spur 2 Benchmark,226,740,-124.0751,43.9561,-124.0751,43.9561,1,0,01/07/2010,31/12/2099,9,23/12/2019,N7CNH
W7O/CC-085,USA - Oregon,OR-Central Coast,3480,1061,3480,-123.7147,44.9675,-123.7147,44.9675,2,0,01/10/2010,31/12/2099,1,12/02/2023,KF7SEY
W7O/CC-086,USA - Oregon,OR-Central Coast,3190,972,3190,-123.6136,44.9505,-123.6136,44.9505,2,0,01/10/2010,31/12/2099,4,12/02/2023,KF7SEY
W7O/CC-087,USA - Oregon,OR-Central Coast,3060,933,3060,-123.5238,44.4796,-123.5238,44.4796,2,0,01/10/2010,31/12/2099,4,17/06/2022,NE7ET
W7O/CC-088,USA - Oregon,OR-Central Coast,2534,772,2534,-123.1215,43.5993,-123.1215,43.5993,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-089,USA - Oregon,OR-Central Coast,2520,768,2520,-123.5244,44.9591,-123.5244,44.9591,1,0,01/10/2010,31/12/2099,1,08/05/2021,KF7SEY
W7O/CC-090,USA - Oregon,OR-Central Coast,2300,701,2300,-123.7614,43.5317,-123.7614,43.5317,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-091,USA - Oregon,OR-Central Coast,2280,695,2280,-123.6745,44.7584,-123.6745,44.7584,1,0,01/10/2010,31/12/2099,2,19/03/2022,KF7SEY
W7O/CC-092,USA - Oregon,OR-Central Coast,2245,684,2245,-123.8,44.8479,-123.8,44.8479,1,0,01/10/2010,31/12/2099,3,16/05/2021,KF7SEY
W7O/CC-093,USA - Oregon,OR-Central Coast,2215,675,2215,-123.6475,44.1887,-123.6475,44.1887,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-094,USA - Oregon,OR-Central Coast,2122,647,2122,-123.607,44.4794,-123.607,44.4794,1,0,01/10/2010,31/12/2099,1,08/03/2022,KN0MAP
W7O/CC-095,USA - Oregon,OR-Central Coast,2112,644,2112,-123.4945,44.1661,-123.4945,44.1661,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-096,USA - Oregon,OR-Central Coast,2100,640,2100,-123.3995,44.6321,-123.3995,44.6321,1,0,01/10/2010,31/12/2099,1,12/04/2014,ND7PA
W7O/CC-097,USA - Oregon,OR-Central Coast,2096,639,2096,-123.3493,44.672,-123.3493,44.672,1,0,01/10/2010,31/12/2099,2,26/05/2014,ND7PA
W7O/CC-098,USA - Oregon,OR-Central Coast,2051,625,2051,-123.9263,43.5133,-123.9263,43.5133,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-099,USA - Oregon,OR-Central Coast,1985,605,1985,-123.729,44.8135,-123.729,44.8135,1,0,01/10/2010,31/12/2099,4,31/05/2020,KF7SEY
W7O/CC-100,USA - Oregon,OR-Central Coast,1982,604,1982,-123.4438,44.3269,-123.4438,44.3269,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-101,USA - Oregon,OR-Central Coast,1980,604,1980,-123.9475,43.509,-123.9475,43.509,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-102,USA - Oregon,OR-Central Coast,1960,597,1960,-123.7161,44.7633,-123.7161,44.7633,1,0,01/10/2010,31/12/2099,2,09/06/2019,KF7SEY
W7O/CC-103,USA - Oregon,OR-Central Coast,1870,570,1870,-123.5029,44.3489,-123.5029,44.3489,1,0,01/10/2010,31/12/2099,1,24/08/2025,KK7RIB
W7O/CC-104,USA - Oregon,OR-Central Coast,1820,555,1820,-123.8121,44.0734,-123.8121,44.0734,1,0,01/10/2010,31/12/2099,0,,
W7O/CC-105,USA - Oregon,OR-Central Coast,1820,555,1820,-123.8565,44.8826,-123.8565,44.8826,1,0,01/10/2010,31/12/2099,5,03/11/2024,K1ZMA
